0.65215053	""
0.31030788	""
0.79650725	""
0.00777938	""
0.61245380	""
0.73017301	""
0.25754562	""
0.44393700	""
0.03142989	""
0.96681268	""
0.97480047	""
0.54095232	""
0.87074449	""
0.18542175	""
0.69249654	""
0.45403336	""
0.34669732	""
0.32918044	""
0.43172680	""
0.33725392	""
0.62353954	""
0.63096211	""
0.65417380	""
0.68830762	""
0.81212928	""
0.43266693	""
0.81482338	""
0.65629135	""
0.02881544	""
0.47988551	""
0.09914747	""
0.27044755	""
0.08945468	""
0.77459356	""
0.94188525	""
0.81019527	""
0.24102240	""
0.81052206	""
0.53994810	""
0.01773647	""
0.22788397	""
0.00312918	""
0.21810315	""
0.09834514	""
0.32654979	""
0.64465410	""
0.00288382	""
0.48689244	""
0.51198358	""
0.03385740	""
0.19760348	""
0.60239623	""
0.41988221	""
0.97105385	""
0.93361572	""
0.10275681	""
0.51922624	""
0.89117189	""
0.64111697	""
0.82748734	""
0.10930173	""
0.24711470	""
0.09948676	""
0.37287319	""
0.55762514	""
0.01701620	""
0.42746458	""
0.46820250	""
0.60734654	""
0.90052753	""
0.61701980	""
0.36820395	""
0.51259789	""
0.59668583	""
0.13557165	""
0.70046961	""
0.27220412	""
0.08521047	""
0.34004334	""
0.96017198	""
0.25682099	""
0.54574782	""
0.49261829	""
0.53291353	""
0.11259227	""
0.88041544	""
0.91920692	""
0.89319052	""
0.08858292	""
0.56310511	""
0.74184468	""
0.99711164	""
0.55722775	""
0.34811392	""
0.22227081	""
0.18223941	""
0.45130153	""
0.30301980	""
0.14296605	""
0.09136643	""
0.22641489	""
0.14425439	""
0.60433007	""
0.13167684	""
0.81197476	""
0.37862438	""
0.22399619	""
0.75735323	""
0.12333223	""
0.59742013	""
0.11205147	""
0.77584598	""
0.94728529	""
0.31449283	""
0.24485495	""
0.24155231	""
0.81846185	""
0.80375990	""
0.67815889	""
0.72861517	""
0.47087943	""
0.25110579	""
0.42844969	""
0.95273654	""
0.24098993	""
0.47736498	""
0.91448301	""
0.69328915	""
0.14588911	""
0.33563159	""
0.63125752	""
0.34610592	""
0.85417684	""
0.87029710	""
0.36136972	""
0.80926905	""
0.61898296	""
0.33252136	""
0.92020583	""
0.00794688	""
0.30683031	""
0.91461227	""
0.31946816	""
0.36068281	""
0.27661476	""
0.86877307	""
0.79178718	""
0.06449838	""
0.37075721	""
0.92986127	""
0.37050774	""
0.77221531	""
0.93490295	""
0.95098724	""
0.92173592	""
0.52731517	""
0.73502349	""
0.84295165	""
0.53235506	""
0.33550490	""
0.20413189	""
0.58061745	""
0.94008112	""
0.29265260	""
0.33689065	""
0.04428252	""
0.98086384	""
0.74514075	""
0.99158864	""
0.33716568	""
0.37910823	""
0.63159905	""
0.30353164	""
0.07763428	""
0.47061667	""
0.44176837	""
0.34820057	""
0.28929869	""
0.41205516	""
0.70330113	""
0.12039806	""
0.74084248	""
0.49570998	""
0.51858214	""
0.76096752	""
0.03481592	""
0.22065692	""
0.96529341	""
0.07846987	""
0.20866666	""
0.77623303	""
0.80085011	""
0.43897880	""
0.56399211	""
0.96299941	""
0.87336513	""
0.29802037	""
0.22792705	""
0.89332553	""
0.20281638	""
0.25328668	""
0.33255842	""
0.29794776	""
0.61501770	""
0.97890264	""
0.76483782	""
0.83914420	""
0.35421242	""
0.92405051	""
0.16070263	""
0.19461768	""
0.70031102	""
0.69159478	""
0.12982842	""
0.94313602	""
0.80756504	""
0.30684897	""
0.63497384	""
0.98513507	""
0.20941742	""
0.63804199	""
0.48757659	""
0.06534038	""
0.88446071	""
0.90640635	""
0.10867984	""
0.00208900	""
0.06887801	""
0.92751018	""
0.41033135	""
0.60711854	""
0.69080884	""
0.90230979	""
0.38176423	""
0.10937152	""
0.89428484	""
0.36855517	""
0.89647278	""
0.74712979	""
0.84837203	""
0.38964840	""
0.98301373	""
0.25235255	""
0.88130155	""
0.33979357	""
0.17796121	""
0.28358032	""
0.19139844	""
0.98449244	""
0.40296371	""
0.12484404	""
0.85040085	""
0.74843908	""
0.37975498	""
0.81233533	""
0.14807367	""
0.44526567	""
0.98294318	""
0.92959003	""
0.80048232	""
0.64847146	""
0.73996238	""
0.85363976	""
0.51633587	""
0.19855209	""
0.80881153	""
0.70229455	""
0.85676733	""
0.67201933	""
0.08445928	""
0.05962291	""
0.77454224	""
0.95963804	""
0.11573707	""
0.26206143	""
0.57422728	""
0.77997704	""
0.29796824	""
0.31012396	""
0.53638675	""
0.52970745	""
0.45988634	""
0.21308589	""
0.51926581	""
0.40231115	""
0.06741912	""
0.62919751	""
0.24875554	""
0.97727437	""
0.19471494	""
0.12405585	""
0.52148187	""
0.46771315	""
0.76980343	""
0.74504383	""
0.82276840	""
0.01098061	""
0.96218737	""
0.60784392	""
0.70716707	""
0.18309301	""
0.08172425	""
0.90269742	""
0.85340369	""
0.81436307	""
0.96185692	""
0.87979989	""
0.93124850	""
0.89946286	""
0.31531792	""
0.50055072	""
0.10014313	""
0.98077363	""
0.75597399	""
0.48501563	""
0.35675031	""
0.38331475	""
0.03851568	""
0.88661608	""
0.76190453	""
0.58559619	""
0.85912356	""
0.46207124	""
0.79386457	""
0.76022359	""
0.94545672	""
0.81356100	""
0.50659426	""
0.78618665	""
0.95089263	""
0.05948481	""
0.26158957	""
0.40325802	""
0.23653577	""
0.24416207	""
0.70739359	""
0.99528302	""
0.95502338	""
0.14157062	""
0.30906163	""
0.56667122	""
0.46956978	""
0.80184003	""
0.58888992	""
0.47996555	""
0.48984533	""
0.62119932	""
0.18924943	""
0.00545173	""
0.09380459	""
0.53430310	""
0.83860027	""
0.04100802	""
0.26267262	""
0.88394087	""
0.60466854	""
0.31543016	""
0.22216197	""
0.90940199	""
0.42232867	""
0.98425452	""
0.49639916	""
0.61387649	""
0.43495696	""
0.60445644	""
0.83487972	""
0.11528938	""
0.81332197	""
0.97817535	""
0.34285837	""
0.54289552	""
0.89882238	""
0.37957101	""
0.21499090	""
0.30517424	""
0.78779498	""
0.02970422	""
0.22733437	""
0.63768359	""
0.10760800	""
0.16284435	""
0.18372258	""
0.69435230	""
0.12678888	""
0.76523349	""
0.41215623	""
0.79629814	""
0.68222051	""
0.81021330	""
0.45207248	""
0.60048170	""
0.09027868	""
0.36995648	""
0.81158252	""
0.00110608	""
0.81028676	""
0.14637517	""
0.23896812	""
0.94666186	""
0.03627835	""
0.19279614	""
0.36733189	""
0.80717324	""
0.86308212	""
0.47631902	""
0.96033944	""
0.45974116	""
0.99084541	""
0.46705365	""
0.96176981	""
0.35117316	""
0.30909676	""
0.16237882	""
0.56419123	""
0.88980874	""
0.42608825	""
0.83362612	""
0.97982473	""
0.11249614	""
0.13048470	""
0.21084964	""
0.05460110	""
0.87577266	""
0.20043306	""
0.11252859	""
0.34985040	""
0.83313789	""
0.53688869	""
0.15590819	""
0.02654105	""
0.05574090	""
0.08076885	""
0.04905091	""
0.01561183	""
0.90602476	""
0.95767974	""
0.04875988	""
0.95486182	""
0.27673559	""
0.12840204	""
0.34317150	""
0.55547929	""
0.31975678	""
0.08776272	""
0.42387927	""
0.09266560	""
0.35937371	""
0.75239798	""
0.82405674	""
0.18578449	""
0.31727670	""
0.81447994	""
0.68472952	""
0.38570126	""
0.95979784	""
0.74633489	""
0.39821001	""
0.64014161	""
0.27215159	""
0.86112838	""
0.73866760	""
0.44768328	""
0.73668697	""
0.94958720	""
0.74943850	""
0.09007319	""
0.28942417	""
0.50127389	""
0.54563912	""
0.49168860	""
0.13279348	""
0.51799344	""
0.90176424	""
0.38618227	""
0.21542610	""
0.38325414	""
0.03199458	""
0.60082570	""
0.43353162	""
0.77366426	""
0.60026649	""
0.57351867	""
0.48871526	""
0.13978093	""
0.06142494	""
0.23178318	""
0.54873502	""
0.47975114	""
0.81173661	""
0.22716279	""
0.86869699	""
0.18065019	""
0.55855887	""
0.62243354	""
0.11804242	""
0.72342224	""
0.80807760	""
0.54631238	""
0.99720017	""
0.21594264	""
0.05521764	""
0.55862380	""
0.30534453	""
0.63209789	""
0.24493241	""
0.52790389	""
0.17938109	""
0.62574401	""
0.94899422	""
0.60114675	""
0.45776426	""
0.05341320	""
0.26139214	""
0.74106723	""
0.82203355	""
0.62873414	""
0.47285029	""
0.87591325	""
0.18272249	""
0.32838055	""
0.71019904	""
0.59493116	""
0.33342018	""
0.34548239	""
0.70615676	""
0.52396676	""
0.88611778	""
0.34394404	""
0.85149404	""
0.91441052	""
0.66609806	""
0.81314814	""
0.39178669	""
0.36348620	""
0.63665471	""
0.89126280	""
0.03290576	""
0.39501709	""
0.51843765	""
0.63900291	""
0.76691014	""
0.74320738	""
0.21140946	""
0.59676649	""
0.92231862	""
0.01368008	""
0.18127768	""
0.55039966	""
0.47638878	""
0.50840160	""
0.77117554	""
0.23501276	""
0.74379381	""
0.31638302	""
0.34418432	""
0.50539844	""
0.35623338	""
0.15099307	""
0.18844480	""
0.40509054	""
0.38043650	""
0.21874946	""
0.62047796	""
0.62109644	""
0.92329429	""
0.64383530	""
0.01964856	""
0.25136681	""
0.74154613	""
0.74510911	""
0.47451022	""
0.48975877	""
0.03252891	""
0.65914341	""
0.74339039	""
0.15179410	""
0.26667421	""
0.75147172	""
0.10509768	""
0.69394827	""
0.43792202	""
0.39936764	""
0.82434817	""
0.70841388	""
0.69877903	""
0.98455059	""
0.77677503	""
0.99525563	""
0.45708610	""
0.88128648	""
0.90255415	""
0.87474274	""
0.36826617	""
0.56412150	""
0.24083686	""
0.38522269	""
0.28872143	""
0.52403695	""
0.58747137	""
0.83794410	""
0.54014796	""
0.32791526	""
0.32270226	""
0.24511656	""
0.86266495	""
0.53509300	""
0.92613665	""
0.77302571	""
0.38070870	""
0.40620904	""
0.47167050	""
0.51557674	""
0.93456801	""
0.71642223	""
0.97477682	""
0.10840104	""
0.50438626	""
0.34607370	""
0.06599154	""
0.29119985	""
0.48827737	""
0.79630348	""
0.02159526	""
0.55751390	""
0.74181231	""
0.61965639	""
0.35947034	""
0.44964577	""
0.95563412	""
0.36836089	""
0.42485758	""
0.92174175	""
0.44054243	""
0.70328628	""
0.44225065	""
0.74377436	""
0.71303474	""
0.23765095	""
0.03503565	""
0.60378384	""
0.54911981	""
0.98939010	""
0.33707460	""
0.36417308	""
0.83185827	""
0.59551685	""
0.48643889	""
0.83915173	""
0.40789537	""
0.72999819	""
0.54397682	""
0.47767107	""
0.09289140	""
0.56652008	""
0.13735960	""
0.84295076	""
0.76380454	""
0.58324635	""
0.15654691	""
0.11066709	""
0.89595116	""
0.45308364	""
0.61549993	""
0.90037620	""
0.50780917	""
0.00509361	""
0.10166858	""
0.66175639	""
0.02972934	""
0.33716870	""
0.00255158	""
0.32592874	""
0.34474222	""
0.30134941	""
0.76983814	""
0.60047356	""
0.84238606	""
0.86988799	""
0.48919941	""
0.70738549	""
0.58173138	""
0.66501666	""
0.48052463	""
0.11243623	""
0.62265273	""
0.93958148	""
0.83308511	""
0.62504122	""
0.57710086	""
0.11281117	""
0.07787817	""
0.00499130	""
0.47659513	""
0.34555295	""
0.50826439	""
0.32748155	""
0.55068865	""
0.56750955	""
0.27640457	""
0.38940736	""
0.28862116	""
0.67848745	""
0.43239278	""
0.00542096	""
0.19417980	""
0.75674213	""
0.76191727	""
0.20254912	""
0.44886466	""
0.81871972	""
0.47856512	""
0.66823901	""
0.90955585	""
0.14346937	""
0.18472075	""
0.10840299	""
0.14288711	""
0.71339127	""
0.55811147	""
0.12130080	""
0.32324352	""
0.68127810	""
0.48875303	""
0.48779453	""
0.95440476	""
0.59394251	""
0.18421420	""
0.05082096	""
0.43741076	""
0.42665481	""
0.56735680	""
0.23288432	""
0.05755454	""
0.20012236	""
0.78377101	""
0.16436592	""
0.53143526	""
0.36319161	""
0.36450575	""
0.73569939	""
0.62086275	""
0.19391253	""
0.50883258	""
0.10578268	""
0.46979499	""
0.28460716	""
0.85400371	""
0.07515375	""
0.82181627	""
0.40298763	""
0.98493049	""
0.88799055	""
0.07625457	""
0.35731426	""
0.24628283	""
0.09862745	""
0.62382845	""
0.45553785	""
0.15050512	""
0.42816930	""
0.79269199	""
0.80657189	""
0.77979097	""
0.09130498	""
0.31901557	""
0.15606098	""
0.19375911	""
0.31437310	""
0.43323154	""
0.51057312	""
0.42935050	""
0.08940971	""
0.43876807	""
0.93072739	""
0.36253594	""
0.53782079	""
0.96558751	""
0.68836898	""
0.90675985	""
0.61370090	""
0.71663580	""
0.06128612	""
0.53800957	""
0.78344395	""
0.34804813	""
0.86501070	""
0.88474232	""
0.87656622	""
0.36235032	""
0.90790722	""
0.55898424	""
0.00670049	""
0.96566706	""
0.07012922	""
0.40588499	""
0.70607610	""
0.80015666	""
0.93787301	""
0.65192083	""
0.54192540	""
0.99942514	""
0.05806173	""
0.61906045	""
0.50359654	""
0.89247183	""
0.12280388	""
0.10524821	""
0.33823116	""
0.94817218	""
0.96029818	""
0.71246850	""
0.19011987	""
0.68407920	""
0.03437114	""
0.60988598	""
0.05626992	""
0.28711969	""
0.36294065	""
0.16463449	""
0.57021492	""
0.79835955	""
0.10152114	""
0.95477574	""
0.57211045	""
0.63041182	""
0.39699437	""
0.92899140	""
0.98957735	""
0.09884694	""
0.95947128	""
0.00160729	""
0.89142936	""
0.73051286	""
0.57802263	""
0.83642043	""
0.11224702	""
0.86659095	""
0.86380542	""
0.60570502	""
0.54624765	""
0.34528567	""
0.88737993	""
0.14768439	""
